,item,condition,attraction,violation,model,model_type,model_arch,surp,target_attn,dist_attn,attn_entropy
146,19,c,none,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,11.861703872680664,0.087411605,0.12714872,1.8699857
147,19,d,semantic,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.906665802001953,0.08525774,0.12251978,1.8613266
148,19,e,none,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,14.039495468139648,0.09963628,0.15725853,1.8770041
149,19,h,grammatical,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.483407974243164,0.09804983,0.1777808,1.8442794
150,19,g,semantic,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.536815643310547,0.096270144,0.1331857,1.8625664
151,19,f,double,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,11.753716468811035,0.08669146,0.1628731,1.8313226
152,20,a,none,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,11.459885597229004,0.13288003,0.20622651,1.7692672
153,20,b,grammatical,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.272562026977539,0.11901741,0.27271384,1.7289336
154,20,c,none,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,8.508983612060547,0.14200266,0.18972531,1.765948
155,20,d,semantic,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,8.366969108581543,0.14503956,0.19190086,1.7543668
156,20,e,none,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.699182510375977,0.12820132,0.20634738,1.7552518
157,20,h,grammatical,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.1524019241333,0.11678735,0.27417934,1.7136995
158,20,g,semantic,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,11.432351112365723,0.12947069,0.22840045,1.7469218
159,20,f,double,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.833210945129395,0.1370486,0.22376665,1.7431924
160,21,a,none,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,7.385434627532959,0.1574513,0.16135025,1.7184553
161,21,b,grammatical,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,6.239112854003906,0.12782316,0.30040795,1.6563195
162,21,c,none,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.35751724243164,0.15882783,0.14374408,1.7334931
163,21,d,semantic,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,9.515364646911621,0.15691075,0.14118746,1.7287296
164,21,e,none,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.009050369262695,0.13116682,0.14861193,1.7435977
165,21,h,grammatical,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.854358673095703,0.10994029,0.27801093,1.6992347
166,21,g,semantic,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.123013496398926,0.12861697,0.15122594,1.7421093
167,21,f,double,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.146425247192383,0.1107041,0.25029585,1.7065908
168,22,a,none,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.368391036987305,0.21762823,0.18480279,1.7470121
169,22,b,grammatical,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,9.39854621887207,0.22446175,0.22260828,1.7251457
170,22,c,none,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,6.17572021484375,0.21204178,0.15673308,1.7347974
171,22,d,semantic,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,5.82814359664917,0.20079952,0.115984224,1.8835194
172,22,e,none,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.642157554626465,0.203591,0.1351326,1.7548186
173,22,h,grammatical,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,11.183646202087402,0.21247494,0.19199723,1.7460284
174,22,g,semantic,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.449285507202148,0.17223394,0.1465421,1.9067928
175,22,f,double,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,12.449285507202148,0.17223394,0.1465421,1.9067928
176,23,a,none,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,9.175591468811035,0.24519454,0.27231586,1.7008421
177,23,b,grammatical,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,8.593074798583984,0.26524946,0.23670717,1.7140696
178,23,c,none,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,7.521640300750732,0.29054564,0.1933074,1.6680068
179,23,d,semantic,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,7.98000431060791,0.29077265,0.21117274,1.664062
180,23,e,none,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,6.631350994110107,0.2686272,0.2317661,1.6794585
181,23,h,grammatical,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,5.985130310058594,0.29284352,0.20088592,1.6784756
182,23,g,semantic,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,6.443493843078613,0.2570874,0.25036588,1.6744752
183,23,f,double,double,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,5.586794376373291,0.25430337,0.26417595,1.6614277
184,24,a,none,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,10.251354217529297,0.15138198,0.18184912,1.7604649
185,24,b,grammatical,grammatical,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,9.788134574890137,0.15117724,0.19230787,1.7566043
186,24,c,none,semantic,cbrnn_256_0_soft_2400,cbrnn_256_0_soft,cbrnn,8.157925605773926,0.15741672,0.24564457,1.7396672
